# Interpolated propeller performance at 32 N (required) and 12 N (target)
# SI units: Thrust=N, Power=W, Torque=Nm; Cp, Ct, FOM dimensionless; 
# Sorted by Power at required thrust (ascending)
# ---------------------------------------------------------------------------

     Propeller  RPM@32N  Thrust@32N (N)  Power@32N (W)  Torque@32N (Nm)     Cp@32N     Ct@32N    FOM@32N  Eff@32N (N/W)  RPM@12N  Thrust@12N (N)  Power@12N (W)  Torque@12N (Nm)     Cp@12N     Ct@12N    FOM@12N  Eff@12N (N/W)
          7x5E    25364              32      1060.6200           0.3990     0.0644     0.1461     0.6923         0.0302    16082         12.5000       263.0530           0.1562     0.0627     0.1419     0.6812         0.0476
      875x875W    19530              32      1063.4820           0.5194     0.0463     0.1009     0.5523         0.0302    12258         12.5000       259.0700           0.2015     0.0456     0.1000     0.5538         0.0484
     875x875NN    19885              32      1070.2530           0.5137     0.0442     0.0974     0.5487         0.0299    12469         12.5000       260.2200           0.1986     0.0434     0.0966     0.5524         0.0483
         88x90    19194              32      1077.4610           0.5358     0.0489     0.1035     0.5436         0.0298    12054         12.5000       263.2220           0.2082     0.0482     0.1026     0.5441         0.0475
       875x90W    19500              32      1080.1190           0.5283     0.0473     0.1013     0.5445         0.0297    12238         12.5000       262.5910           0.2046     0.0464     0.1003     0.5465         0.0478
          8x8E    18914              32      1081.0730           0.5456     0.0812     0.1540     0.5940            NaN    11874         12.5000       267.2980           0.2144     0.0809     0.1526     0.5877            NaN
           7x3    31463              32      1082.0210           0.3281     0.0344     0.0949     0.6791         0.0297    20607         12.5000       254.0800           0.1177     0.0288     0.0864     0.7050         0.0493
           8x8    20844              32      1082.8690           0.4958     0.0607     0.1268     0.5933         0.0296    13090         12.5000       266.7630           0.1944     0.0604     0.1256     0.5882         0.0469
        88x875    19130              32      1088.4780           0.5431     0.0499     0.1042     0.5380         0.0294    12006         12.5000       264.4270           0.2105     0.0491     0.1034     0.5400         0.0473
          8x73    21570              32      1092.7120           0.4833     0.0552     0.1184     0.5881         0.0293    13537         12.5000       267.2460           0.1880     0.0546     0.1173     0.5876         0.0469
           7x5    27195              32      1093.4790           0.3838     0.0538     0.1271     0.6711         0.0293    17288         12.5000       265.5850           0.1464     0.0508     0.1228     0.6759         0.0472
      875x90NN    19874              32      1097.6470           0.5272     0.0454     0.0975     0.5349         0.0292    12461         12.5000       266.3280           0.2034     0.0445     0.0968     0.5394         0.0471
          78x7    22214              32      1098.4040           0.4718     0.0578     0.1235     0.6003         0.0292    13980         12.5000       268.1320           0.1831     0.0566     0.1219     0.5999         0.0466
      875x925W    19501              32      1108.2070           0.5420     0.0485     0.1013     0.5305         0.0290    12233         12.5000       268.6230           0.2095     0.0476     0.1004     0.5335         0.0467
     875x925NN    19861              32      1109.7760           0.5334     0.0460     0.0976     0.5290         0.0289    12451         12.5000       269.0250           0.2055     0.0450     0.0969     0.5343         0.0467
        88x925    19134              32      1126.5870           0.5618     0.0516     0.1042     0.5199         0.0284    12008         12.5000       273.5380           0.2174     0.0507     0.1034     0.5230         0.0457
         88x95    19237              32      1131.6400           0.5613     0.0519     0.1045     0.5196         0.0283    12074         12.5000       274.6390           0.2172     0.0510     0.1036     0.5222         0.0456
        88x975    19260              32      1133.7740           0.5616     0.0520     0.1047     0.5194         0.0283    12089         12.5000       275.6410           0.2173     0.0512     0.1038     0.5222         0.0454
          7x6W    24609              32      1134.0400           0.4398     0.0754     0.1552     0.6472         0.0283    15562         12.5000       280.3080           0.1718     0.0735     0.1515     0.6397         0.0447
    9x39SFR-PC    23924              32      1134.6870           0.4527     0.0233     0.0600     0.5040         0.0283    15466         12.5000       234.8190           0.1448     0.0179     0.0561     0.5939         0.0534
          7x6E    24816              32      1140.3620           0.4387     0.0739     0.1526     0.6434         0.0281    15645         12.5000       281.2280           0.1713     0.0726     0.1499     0.6383         0.0446
         7x6SF    24140              32      1141.3960           0.4513     0.0804     0.1613     0.6429         0.0281    15197         12.5000       276.7890           0.1738     0.0780     0.1589     0.6470         0.0453
        74x75C    22115              32      1147.0870           0.4951     0.0796     0.1538     0.6057         0.0279    13934         12.5000       282.6250           0.1937     0.0784     0.1514     0.5989         0.0443
       6x42E-3    29789              32      1150.6550           0.3688     0.0933     0.1962     0.7440         0.0278    18956         12.5000       287.4420           0.1448     0.0904     0.1893     0.7269         0.0435
       9x44SFR    23587              32      1157.7450           0.4679     0.0248     0.0618     0.4963         0.0279    15099         12.5000       237.5930           0.1503     0.0195     0.0589     0.5863         0.0527
        74x76C    22087              32      1158.1400           0.5005     0.0807     0.1543     0.5997         0.0276    13909         12.5000       285.6190           0.1959     0.0796     0.1519     0.5937         0.0438
        74x77C    22067              32      1167.7110           0.5054     0.0815     0.1545     0.5948         0.0274    13892         12.5000       287.5220           0.1976     0.0805     0.1523     0.5888         0.0435
           7x6    26808              32      1178.2640           0.4196     0.0606     0.1308     0.6231         0.0272    16918         12.5000       282.4980           0.1595     0.0578     0.1283     0.6338         0.0443
           8x9    20782              32      1192.2810           0.5473     0.0675     0.1276     0.5386         0.0269    13038         12.5000       291.2860           0.2130     0.0667     0.1266     0.5391         0.0429
          63x4    33232              32      1214.1200           0.3489     0.0578     0.1340     0.6769         0.0264    21364         12.5000       287.1110           0.1282     0.0513     0.1266     0.6991         0.0436
          7x7E    24589              32      1255.9800           0.4874     0.0837     0.1554     0.5842         0.0255    15449         12.5000       306.8150           0.1893     0.0823     0.1537     0.5845         0.0409
           7x7    26401              32      1279.2410           0.4624     0.0689     0.1348     0.5736         0.0251    16587         12.5000       305.2070           0.1754     0.0661     0.1334     0.5882         0.0411
          8x10    20252              32      1309.9210           0.6170     0.0800     0.1343     0.4902         0.0245    12685         12.5000       318.7590           0.2396     0.0792     0.1336     0.4917         0.0394
          7x4F    31324              32      1326.0790           0.4039     0.0427     0.0958     0.5546         0.0242    20279         12.5000       281.2770           0.1324     0.0334     0.0892     0.6368         0.0445
         65x37    34315              32      1358.4890           0.3779     0.0483     0.1074     0.5829         0.0236    22081         12.5000       276.0790           0.1192     0.0368     0.1013     0.6993         0.0453
        5x4E-4    34753              32      1377.5150           0.3784     0.1749     0.2990     0.7460            NaN    22076         12.5000       342.2270           0.1482     0.1697     0.2894     0.7321            NaN
        5x4E-3    35797              32      1418.7420           0.3785     0.1648     0.2818     0.7240         0.0226    22716         12.5000       350.7920           0.1473     0.1593     0.2733     0.7154         0.0357
           7x8    26394              32      1444.5180           0.5222     0.0777     0.1349     0.5081         0.0222    16553         12.5000       340.6470           0.1962     0.0742     0.1340     0.5265         0.0368
          7x6F    29786              32      1461.3070           0.4682     0.0547     0.1060     0.5031         0.0219    18823         12.5000       312.0780           0.1581     0.0463     0.1036     0.5746         0.0401
         65x29    36705              32      1474.9740           0.3835     0.0428     0.0939     0.5369         0.0217    23870         12.5000       273.7960           0.1094     0.0289     0.0867     0.7054         0.0457
           6x4    36687              32      1506.0100           0.3918     0.0653     0.1294     0.5697         0.0213    23464         12.5000       303.2020           0.1234     0.0503     0.1235     0.6894         0.0413
      51x50E-3    36658              32      1526.0110           0.3975     0.1495     0.2483     0.6597         0.0210    23168         12.5000       370.7010           0.1528     0.1439     0.2427     0.6632         0.0337
           7x9    26372              32      1619.1560           0.5860     0.0874     0.1351     0.4536         0.0198    16528         12.5000       379.2580           0.2188     0.0830     0.1343     0.4725         0.0330
          7x10    26409              32      1790.4790           0.6470     0.0963     0.1347     0.4097         0.0179    16553         12.5000       417.5030           0.2405     0.0910     0.1339     0.4295         0.0300
    8x37SFR-PC    29660              32      1897.0500           0.6101     0.0368     0.0626     0.3407         0.0170    19060         12.5000       265.1760           0.1330     0.0195     0.0592     0.5902         0.0472
         7x11E    24889              32      1997.9580           0.7665     0.1284     0.1517     0.3673         0.0160    15581         12.5000       477.1480           0.2920     0.1248     0.1512     0.3760         0.0263
       8x42SFR    29819              32      2017.7920           0.6458     0.0386     0.0619     0.3189         0.0159    18748         12.5000       273.3970           0.1391     0.0211     0.0612     0.5735         0.0458
         7x15E    25031              32      2778.8570           1.0602     0.1757     0.1500     0.2639         0.0115    15662         12.5000       658.4080           0.4009     0.1695     0.1496     0.2723         0.0190
