Propeller,RPM@32N,Thrust@32N (N),Power@32N (W),Torque@32N (Nm),Cp@32N,Ct@32N,FOM@32N,Eff@32N (N/W),RPM@12N,Thrust@12N (N),Power@12N (W),Torque@12N (Nm),Cp@12N,Ct@12N,FOM@12N,Eff@12N (N/W)
7x4F,31324,32,1326.079,0.4039,0.04267,0.09576,0.55465,0.024218,20279,12.5,281.277,0.1324,0.03343,0.08924,0.63684,0.044504
65x37,34315,32,1358.489,0.3779,0.04825,0.1074,0.58292,0.023617,22081,12.5,276.079,0.1192,0.0368,0.10133,0.69933,0.045296
5x4E-4,34753,32,1377.515,0.3784,0.1749,0.29898,0.746,,22076,12.5,342.227,0.1482,0.16971,0.28945,0.73215,
5x4E-3,35797,32,1418.742,0.3785,0.16484,0.28182,0.724,0.022565,22716,12.5,350.792,0.1473,0.15934,0.27326,0.71543,0.035677
7x8,26394,32,1444.518,0.5222,0.07773,0.13494,0.50806,0.022194,16553,12.5,340.647,0.1962,0.07424,0.13396,0.52655,0.036788
7x6F,29786,32,1461.307,0.4682,0.05472,0.10596,0.50313,0.021945,18823,12.5,312.078,0.1581,0.0463,0.10356,0.57465,0.040104
65x29,36705,32,1474.974,0.3835,0.04278,0.09389,0.53686,0.021743,23870,12.5,273.796,0.1094,0.02889,0.08665,0.70535,0.045679
6x4,36687,32,1506.01,0.3918,0.06527,0.12937,0.56969,0.021299,23464,12.5,303.202,0.1234,0.05025,0.12349,0.68939,0.041283
51x50E-3,36658,32,1526.011,0.3975,0.14952,0.24826,0.65971,0.020985,23168,12.5,370.701,0.1528,0.1439,0.24275,0.66317,0.033745
7x9,26372,32,1619.156,0.586,0.08737,0.13514,0.45365,0.019799,16528,12.5,379.258,0.2188,0.08305,0.1343,0.47253,0.033049
7x10,26409,32,1790.479,0.647,0.09628,0.13474,0.40973,0.017905,16553,12.5,417.503,0.2405,0.091,0.1339,0.42955,0.030021
8x37SFR-PC,29660,32,1897.05,0.6101,0.03684,0.06264,0.34066,0.016997,19060,12.5,265.176,0.133,0.0195,0.05922,0.59018,0.04716
7x11E,24889,32,1997.958,0.7665,0.12839,0.1517,0.36733,0.016026,15581,12.5,477.148,0.292,0.12476,0.15116,0.376,0.026277
8x42SFR,29819,32,2017.792,0.6458,0.03864,0.06195,0.31888,0.015918,18748,12.5,273.397,0.1391,0.02107,0.06122,0.5735,0.04579
7x15E,25031,32,2778.857,1.0602,0.17566,0.15,0.26391,0.011518,15662,12.5,658.408,0.4009,0.1695,0.1496,0.27234,0.019038
