# Interpolated propeller performance at 35 N (required) and 14 N (target)
# SI units: Thrust=N, Power=W, Torque=Nm; Cp, Ct, FOM dimensionless; 
# Sorted by Power at required thrust (ascending)
# ---------------------------------------------------------------------------

     Propeller  RPM@35N  Thrust@35N (N)  Power@35N (W)  Torque@35N (Nm)     Cp@35N     Ct@35N    FOM@35N  Eff@35N (N/W)  RPM@14N  Thrust@14N (N)  Power@14N (W)  Torque@14N (Nm)     Cp@14N     Ct@14N    FOM@14N  Eff@14N (N/W)
         115x6    11497              35       693.4020           0.5736     0.0376     0.1066     0.7385         0.0508     7354              14       183.2620           0.2362     0.0377     0.1040     0.7085         0.0773
          12x8     9972              35       693.4540           0.6635     0.0468     0.1197     0.7068         0.0505     6339              14       183.4600           0.2729     0.0474     0.1178     0.6814         0.0775
        14x13N     7428              35       694.8600           0.8856     0.0519     0.1160     0.6077         0.0510     4698              14       182.4480           0.3638     0.0530     0.1153     0.5897         0.0787
       11x47SF    11398              35       697.4960           0.5821     0.0485     0.1295     0.7678         0.0505     7278              14       178.8650           0.2328     0.0474     0.1268     0.7598         0.0791
        125x10     8968              35       698.6520           0.7438     0.0529     0.1257     0.6728         0.0502     5681              14       183.9710           0.3057     0.0538     0.1245     0.6508         0.0774
       11x45MR    12950              35       700.7680           0.5165     0.0334     0.1006     0.7618         0.0500     8287              14       183.7450           0.2105     0.0331     0.0979     0.7387         0.0768
       11x38SF    12272              35       700.9580           0.5439     0.0391     0.1118     0.7635         0.0501     7858              14       179.8810           0.2181     0.0382     0.1090     0.7516         0.0783
         12x8E    10380              35       701.0170           0.6423     0.0417     0.1102     0.7005         0.0503     6603              14       183.7020           0.2626     0.0420     0.1086     0.6798         0.0773
       11x7E-3    10692              35       705.4760           0.6281     0.0594     0.1472     0.7585         0.0499     6815              14       185.0090           0.2573     0.0599     0.1447     0.7343         0.0763
         14x14     7124              35       707.0900           0.9437     0.0602     0.1263     0.5954         0.0498     4492              14       186.2240           0.3867     0.0615     0.1258     0.5789         0.0777
         12x9W     9182              35       707.2260           0.7333     0.0609     0.1409     0.6937         0.0497     5836              14       184.9390           0.3007     0.0617     0.1392     0.6724         0.0765
       11x45EP    13897              35       711.0760           0.4884     0.0274     0.0872     0.7515         0.0493     8933              14       187.1540           0.2001     0.0271     0.0845     0.7215         0.0750
       11x55MR    12099              35       711.8640           0.5613     0.0415     0.1151     0.7503         0.0493     7721              14       185.6180           0.2283     0.0414     0.1128     0.7300         0.0761
        12x85F    10164              35       712.7540           0.6681     0.0453     0.1151     0.6877         0.0493     6456              14       186.4270           0.2729     0.0457     0.1135     0.6686         0.0763
          12x9     9787              35       714.6870           0.6949     0.0508     0.1241     0.6869         0.0492     6219              14       187.3860           0.2855     0.0516     0.1226     0.6640         0.0756
        11x6-4    10350              35       714.8690           0.6570     0.0663     0.1570     0.7494         0.0493     6597              14       190.9510           0.2734     0.0678     0.1541     0.7124         0.0744
        11x55E    12987              35       719.0650           0.5286     0.0340     0.1000     0.7429         0.0487     8309              14       189.4270           0.2160     0.0338     0.0974     0.7172         0.0745
          11x5    13048              35       720.1310           0.5267     0.0335     0.0990     0.7422         0.0486     8371              14       191.2470           0.2168     0.0334     0.0959     0.7087         0.0739
          11x4    13874              35       721.2950           0.4957     0.0279     0.0876     0.7412         0.0486     8946              14       192.2860           0.2049     0.0277     0.0842     0.7034         0.0729
        14x14N     7401              35       729.4260           0.9329     0.0550     0.1168     0.5792         0.0486     4678              14       190.8980           0.3823     0.0562     0.1163     0.5631         0.0754
          11x6    12371              35       729.5020           0.5614     0.0397     0.1100     0.7335         0.0482     7928              14       192.2570           0.2307     0.0397     0.1072     0.7053         0.0730
        11x7SF    10028              35       731.7180           0.6962     0.0750     0.1676     0.7300         0.0479     6363              14       187.6770           0.2784     0.0740     0.1656     0.7257         0.0759
        12x10W     9108              35       733.8310           0.7676     0.0648     0.1434     0.6683         0.0479     5778              14       192.2240           0.3144     0.0658     0.1419     0.6490         0.0739
          11x3    15455              35       736.6460           0.4542     0.0206     0.0705     0.7262         0.0477    10034              14       199.0520           0.1895     0.0204     0.0670     0.6784         0.0704
       135x135     7808              35       737.1990           0.8975     0.0571     0.1216     0.5924         0.0478     4952              14       191.5940           0.3676     0.0582     0.1211     0.5765         0.0734
         12x10     9684              35       742.0460           0.7286     0.0543     0.1267     0.6617         0.0475     6151              14       193.7790           0.2991     0.0552     0.1255     0.6412         0.0729
          11x7    11907              35       746.4600           0.5983     0.0457     0.1188     0.7156         0.0470     7591              14       196.5130           0.2456     0.0460     0.1165     0.6903         0.0721
         11x7E    12162              35       748.6890           0.5867     0.0429     0.1139     0.7145         0.0469     7756              14       195.6320           0.2395     0.0430     0.1118     0.6933         0.0722
        105x45    15879              35       756.2260           0.4547     0.0247     0.0805     0.7403         0.0463    10263              14       202.5220           0.1880     0.0244     0.0770     0.6994         0.0695
        135x14     7900              35       761.6600           0.9185     0.0572     0.1190     0.5718         0.0461     5010              14       197.4530           0.3757     0.0582     0.1184     0.5581         0.0710
        11x9-4     9252              35       762.9230           0.7841     0.0990     0.1966     0.7023         0.0462     5883              14       200.8070           0.3242     0.1013     0.1943     0.6755         0.0703
        12x10E    10059              35       765.7240           0.7261     0.0503     0.1176     0.6401         0.0458     6374              14       199.7480           0.2961     0.0508     0.1166     0.6242         0.0712
        14x14E     7645              35       766.6740           0.9502     0.0525     0.1095     0.5503         0.0462     4841              14       198.2740           0.3868     0.0533     0.1091     0.5397         0.0717
       10x38SF    14271              35       767.4030           0.5127     0.0439     0.1211     0.7663         0.0458     9151              14       197.0330           0.2048     0.0426     0.1178     0.7573         0.0714
       10x46SF    15016              35       767.8510           0.4883     0.0378     0.1095     0.7650         0.0456     9625              14       196.6150           0.1939     0.0364     0.1063     0.7592         0.0718
         105x6    13262              35       768.1060           0.5520     0.0428     0.1153     0.7290         0.0457     8490              14       202.4970           0.2263     0.0428     0.1123     0.7019         0.0698
       10x47SF    13292              35       770.7530           0.5522     0.0544     0.1396     0.7640         0.0456     8493              14       197.1280           0.2202     0.0530     0.1364     0.7575         0.0718
   10x45MRF-RH    14973              35       771.5240           0.4921     0.0383     0.1101     0.7609         0.0454     9594              14       201.8930           0.1997     0.0377     0.1070     0.7396         0.0699
   10x38MRF-RH    14574              35       772.8990           0.5053     0.0415     0.1161     0.7617         0.0454     9338              14       201.3750           0.2046     0.0409     0.1129     0.7417         0.0700
          11x8    11625              35       773.8420           0.6336     0.0507     0.1245     0.6919         0.0455     7396              14       203.2670           0.2599     0.0512     0.1228     0.6692         0.0697
       10x45MR    14872              35       773.9770           0.4965     0.0392     0.1116     0.7596         0.0453     9527              14       202.2620           0.2015     0.0386     0.1085     0.7382         0.0698
         11x8E    11876              35       777.1700           0.6239     0.0479     0.1194     0.6876         0.0451     7553              14       203.2340           0.2545     0.0481     0.1177     0.6693         0.0697
         12x11     9605              35       778.6960           0.7702     0.0584     0.1287     0.6308         0.0453     6097              14       202.3640           0.3155     0.0593     0.1278     0.6137         0.0696
        13x13N     9032              35       784.0360           0.8286     0.0477     0.1059     0.5761         0.0447     5708              14       205.0570           0.3391     0.0487     0.1055     0.5617         0.0695
         11x8F    12051              35       786.4390           0.6228     0.0464     0.1160     0.6792         0.0445     7666              14       205.2840           0.2538     0.0466     0.1143     0.6617         0.0689
         10x5E    15299              35       787.7910           0.4908     0.0366     0.1053     0.7469         0.0445     9821              14       205.8500           0.2000     0.0361     0.1022     0.7219         0.0683
       10x55MR    13990              35       791.0070           0.5400     0.0481     0.1262     0.7430         0.0443     8940              14       205.1220           0.2192     0.0478     0.1235     0.7237         0.0684
          10x4    16185              35       791.1410           0.4664     0.0311     0.0942     0.7427         0.0443    10452              14       210.4240           0.1916     0.0306     0.0902     0.7076         0.0669
        10x6-4    12253              35       791.8310           0.6156     0.0714     0.1643     0.7433         0.0444     7829              14       210.0110           0.2554     0.0725     0.1607     0.7089         0.0671
          10x5    15091              35       797.3910           0.5041     0.0386     0.1084     0.7373         0.0439     9701              14       210.6260           0.2064     0.0382     0.1047     0.7076         0.0669
        11x85E    11769              35       798.5080           0.6463     0.0505     0.1216     0.6695         0.0440     7479              14       207.7820           0.2634     0.0508     0.1200     0.6529         0.0682
         13x14     8069              35       801.9500           0.9472     0.0696     0.1347     0.5671         0.0438     5106              14       207.8170           0.3864     0.0707     0.1342     0.5537         0.0681
  10x58EP(F2B)    14506              35       804.1450           0.5282     0.0437     0.1172     0.7315         0.0437     9281              14       209.8720           0.2150     0.0435     0.1143     0.7104         0.0671
          10x3    18187              35       804.2740           0.4219     0.0223     0.0746     0.7308         0.0436    11851              14       216.8760           0.1745     0.0217     0.0702     0.6855         0.0647
         10x6E    14559              35       810.4650           0.5304     0.0436     0.1163     0.7257         0.0433     9313              14       211.3700           0.2159     0.0433     0.1135     0.7049         0.0667
        95x5MR    15521              35       812.8450           0.4991     0.0467     0.1257     0.7620         0.0432     9945              14       210.1160           0.2018     0.0460     0.1225     0.7437         0.0667
       13x135N     9014              35       813.3680           0.8616     0.0498     0.1064     0.5560         0.0431     5694              14       212.2850           0.3520     0.0507     0.1060     0.5425         0.0671
          10x6    14353              35       816.7900           0.5421     0.0459     0.1197     0.7211         0.0430     9198              14       214.2930           0.2216     0.0457     0.1165     0.6954         0.0657
         12x12     9570              35       822.9910           0.8171     0.0624     0.1296     0.5971         0.0429     6071              14       212.7190           0.3338     0.0634     0.1290     0.5825         0.0661
        10x7SF    11858              35       824.8160           0.6635     0.0822     0.1754     0.7130         0.0425     7531              14       210.9830           0.2650     0.0811     0.1733     0.7095         0.0672
         10x6F    15229              35       831.9350           0.5208     0.0391     0.1064     0.7067         0.0422     9757              14       217.4490           0.2118     0.0387     0.1035     0.6858         0.0647
        12x12N     9858              35       836.8540           0.8086     0.0583     0.1224     0.5857         0.0420     6239              14       217.8580           0.3302     0.0593     0.1217     0.5724         0.0651
         95x45    18640              35       837.1780           0.4283     0.0278     0.0872     0.7393         0.0419    12090              14       222.3120           0.1757     0.0271     0.0828     0.7027         0.0631
         10x7E    14089              35       840.3460           0.5692     0.0500     0.1244     0.6992         0.0417     8995              14       218.1370           0.2315     0.0499     0.1221     0.6820         0.0642
          10x7    13934              35       843.9030           0.5781     0.0519     0.1272     0.6968         0.0415     8901              14       220.7890           0.2362     0.0520     0.1246     0.6743         0.0636
        9x37SF    18589              35       846.5450           0.4341     0.0371     0.1088     0.7720         0.0414    12006              14       215.8600           0.1715     0.0352     0.1044     0.7660         0.0649
         11x10    11401              35       848.6170           0.7083     0.0589     0.1295     0.6308         0.0415     7234              14       220.6450           0.2895     0.0598     0.1285     0.6144         0.0640
        9x38SF    16921              35       852.3630           0.4809     0.0496     0.1314     0.7659         0.0411    10869              14       217.7640           0.1912     0.0478     0.1273     0.7587         0.0645
        9x41SF    18061              35       853.1110           0.4512     0.0408     0.1153     0.7650         0.0411    11619              14       218.0340           0.1784     0.0390     0.1113     0.7602         0.0646
          95x6    16055              35       858.9890           0.5107     0.0447     0.1175     0.7202         0.0408    10295              14       225.8000           0.2087     0.0443     0.1142     0.6948         0.0623
        9x47SF    15779              35       865.7980           0.5233     0.0621     0.1510     0.7548         0.0405    10104              14       220.6150           0.2079     0.0601     0.1474     0.7501         0.0636
        9x46SF    17569              35       865.8730           0.4700     0.0449     0.1218     0.7550         0.0405    11271              14       220.3360           0.1862     0.0432     0.1183     0.7513         0.0638
          93x3    20055              35       865.9430           0.4122     0.0257     0.0821     0.7300         0.0404    13097              14       231.4430           0.1688     0.0247     0.0770     0.6898         0.0606
        12x12E     9954              35       867.5150           0.8319     0.0589     0.1201     0.5639         0.0404     6297              14       225.1810           0.3377     0.0594     0.1195     0.5545         0.0631
    9x45MRF-RH    17612              35       867.7300           0.4697     0.0447     0.1212     0.7532         0.0404    11306              14       225.4730           0.1899     0.0438     0.1176     0.7342         0.0624
        9x45MR    17654              35       869.0940           0.4696     0.0445     0.1206     0.7513         0.0404    11333              14       226.1590           0.1898     0.0436     0.1170     0.7323         0.0622
         9x45E    18043              35       871.1490           0.4609     0.0418     0.1155     0.7501         0.0402    11602              14       227.6850           0.1869     0.0409     0.1116     0.7270         0.0618
        11x10E    11575              35       872.4850           0.7171     0.0579     0.1256     0.6136         0.0403     7342              14       226.0210           0.2913     0.0583     0.1246     0.6017         0.0627
         12x13     9556              35       873.3940           0.8684     0.0665     0.1300     0.5626         0.0404     6060              14       225.2950           0.3537     0.0675     0.1295     0.5513         0.0624
     11x55R-RH    16585              35       875.4360           0.5032     0.0198     0.0612     0.6113         0.0401    10663              14       226.2370           0.2019     0.0192     0.0592     0.5983         0.0622
          10x8    13676              35       878.3710           0.6120     0.0570     0.1318     0.6694         0.0400     8709              14       229.0960           0.2499     0.0573     0.1298     0.6510         0.0616
           9x4    19396              35       879.8280           0.4327     0.0340     0.0999     0.7428         0.0399    12574              14       233.3170           0.1765     0.0329     0.0951     0.7100         0.0603
        12x13N     9848              35       884.3730           0.8554     0.0618     0.1226     0.5547         0.0397     6231              14       229.7120           0.3485     0.0627     0.1221     0.5432         0.0617
         10x8E    13807              35       884.4310           0.6107     0.0559     0.1294     0.6648         0.0397     8785              14       229.0570           0.2481     0.0560     0.1277     0.6501         0.0615
           9x3    20725              35       895.6860           0.4122     0.0283     0.0875     0.7292         0.0391    13525              14       238.8540           0.1682     0.0271     0.0822     0.6922         0.0588
           9x5    18308              35       896.8260           0.4673     0.0411     0.1122     0.7283         0.0391    11807              14       235.8680           0.1902     0.0403     0.1079     0.7018         0.0595
         9x6-4    14491              35       897.5340           0.5903     0.0830     0.1790     0.7280         0.0391     9266              14       237.3080           0.2435     0.0837     0.1749     0.6979         0.0594
         11x11    11354              35       900.6450           0.7551     0.0633     0.1306     0.5944         0.0391     7196              14       233.4830           0.3077     0.0642     0.1298     0.5820         0.0605
        9x8E-3    13403              35       906.5470           0.6443     0.1058     0.2092     0.7212         0.0388     8521              14       235.4600           0.2622     0.1064     0.2066     0.7046         0.0600
         9x6SF    14733              35       909.2240           0.5883     0.0800     0.1732     0.7190         0.0386     9386              14       231.4350           0.2342     0.0783     0.1704     0.7164         0.0610
          9x6E    16661              35       912.1340           0.5221     0.0555     0.1355     0.7163            NaN    10655              14       236.6200           0.2115     0.0549     0.1323     0.6986            NaN
        875x50    18546              35       916.0600           0.4710     0.0466     0.1224     0.7336         0.0383    11947              14       240.1100           0.1916     0.0457     0.1180     0.7077         0.0584
        11x12W    10455              35       919.8690           0.8364     0.0827     0.1539     0.5825         0.0383     6618              14       238.2370           0.3402     0.0837     0.1531     0.5711         0.0596
           9x6    17576              35       924.2170           0.5013     0.0479     0.1217     0.7071         0.0380    11270              14       241.6500           0.2042     0.0474     0.1183     0.6846         0.0582
        95x75N    16737              35       925.6520           0.5276     0.0425     0.1081     0.6687         0.0379    10663              14       241.6360           0.2158     0.0427     0.1064     0.6483         0.0582
          9x5F    19257              35       927.1320           0.4592     0.0366     0.1014     0.7045         0.0378    12417              14       242.3370           0.1857     0.0355     0.0975     0.6831         0.0580
          9x65    17102              35       929.0410           0.5187     0.0524     0.1286     0.7022         0.0377    10933              14       242.7630           0.2117     0.0523     0.1259     0.6807         0.0578
        925x60    19141              35       930.7810           0.4641     0.0326     0.0921     0.6826         0.0377    12282              14       242.2370           0.1879     0.0321     0.0893     0.6644         0.0580
         12x14     9559              35       931.5600           0.9259     0.0709     0.1300     0.5276         0.0379     6060              14       239.2120           0.3761     0.0717     0.1295     0.5182         0.0588
          10x9    13491              35       932.9440           0.6588     0.0630     0.1354     0.6305         0.0377     8566              14       242.1260           0.2684     0.0636     0.1341     0.6158         0.0584
         95x7N    21188              35       937.9500           0.4266     0.0216     0.0670     0.6518         0.0373    12319              14       237.0910           0.1884     0.0301     0.0832     0.6566         0.0592
         11x12    11378              35       953.0700           0.7970     0.0665     0.1300     0.5620         0.0369     7208              14       246.2310           0.3238     0.0673     0.1294     0.5518         0.0574
           9x7    17283              35       961.5410           0.5307     0.0525     0.1259     0.6793         0.0365    11050              14       250.4580           0.2161     0.0523     0.1232     0.6603         0.0560
        8x38SF    20432              35       969.4650           0.4527     0.0577     0.1443     0.7580         0.0362    13155              14       246.5200           0.1789     0.0550     0.1392     0.7532         0.0569
        9x75SF    14227              35       970.1050           0.6502     0.0948     0.1857     0.6738         0.0362     9043              14       246.1880           0.2595     0.0937     0.1840     0.6720         0.0570
        8x41SF    21309              35       971.5500           0.4351     0.0510     0.1326     0.7560         0.0361    13712              14       246.5030           0.1715     0.0485     0.1281     0.7537         0.0570
          9x75    16837              35       978.3990           0.5545     0.0578     0.1326     0.6677         0.0358    10714              14       254.5010           0.2258     0.0581     0.1308     0.6506         0.0553
        11x12E    10884              35       981.9430           0.8600     0.0786     0.1422     0.5449         0.0357     6897              14       251.8340           0.3477     0.0790     0.1415     0.5376         0.0559
         9x75E    16031              35       982.3030           0.5849     0.0672     0.1464     0.6650         0.0356    10206              14       254.0420           0.2369     0.0671     0.1443     0.6518         0.0554
          8x4E    22439              35       986.5830           0.4195     0.0444     0.1196     0.7449         0.0355    14501              14       256.9320           0.1690     0.0428     0.1145     0.7240         0.0547
        8x47SF    19144              35       996.9050           0.4969     0.0722     0.1644     0.7370         0.0351    12264              14       253.4990           0.1966     0.0696     0.1601     0.7353         0.0554
        8x45MR    21533              35       997.0100           0.4417     0.0507     0.1299     0.7375         0.0352    13846              14       258.0360           0.1778     0.0494     0.1257     0.7205         0.0544
         10x10    13404              35      1000.9590           0.7111     0.0689     0.1372     0.5880         0.0351     8496              14       258.4350           0.2887     0.0696     0.1363     0.5775         0.0547
          78x4    24810              35      1004.9650           0.3865     0.0335     0.0979     0.7309         0.0349    16216              14       263.7600           0.1551     0.0314     0.0916     0.7051         0.0532
        10x10E    13581              35      1014.2920           0.7113     0.0672     0.1337     0.5806         0.0346     8612              14       260.6820           0.2874     0.0674     0.1327     0.5725         0.0542
         11x13    11376              35      1018.9810           0.8524     0.0712     0.1300     0.5250         0.0345     7205              14       262.2900           0.3452     0.0718     0.1295     0.5178         0.0538
           8x4    23721              35      1020.1230           0.4105     0.0388     0.1071     0.7202         0.0344    15434              14       263.9230           0.1629     0.0364     0.1011     0.7052         0.0532
           9x8    17019              35      1026.0540           0.5756     0.0587     0.1299     0.6360         0.0341    10825              14       265.5130           0.2338     0.0588     0.1283     0.6223         0.0529
       875x70N    19702              35      1034.6340           0.5010     0.0439     0.1084     0.6495         0.0339    12552              14       266.0920           0.2018     0.0435     0.1068     0.6398         0.0528
           8x5    22597              35      1037.1990           0.4380     0.0457     0.1180     0.7084         0.0338    14568              14       268.0320           0.1754     0.0439     0.1135     0.6938         0.0524
          9x6N    21154              35      1041.2660           0.4696     0.0309     0.0840     0.6279         0.0337    13569              14       258.5030           0.1816     0.0291     0.0817     0.6394         0.0544
          9x85    16713              35      1046.3750           0.5972     0.0631     0.1346     0.6240         0.0335    10610              14       270.2390           0.2422     0.0634     0.1334     0.6124         0.0521
         8x6SF    18208              35      1059.4230           0.5553     0.0891     0.1817     0.6930         0.0331    11597              14       269.1610           0.2206     0.0872     0.1789     0.6926         0.0523
          8x6E    20296              35      1067.1180           0.5018     0.0648     0.1462     0.6883         0.0329    12984              14       274.9530           0.2022     0.0639     0.1430     0.6750         0.0509
       875x75N    19637              35      1077.4490           0.5234     0.0461     0.1091     0.6238         0.0326    12491              14       275.6850           0.2099     0.0457     0.1078     0.6180         0.0510
          9x3N    24394              35      1080.4580           0.4223     0.0209     0.0632     0.6075         0.0326    16244              14       250.2540           0.1469     0.0164     0.0570     0.6607         0.0560
           8x6    22119              35      1082.3090           0.4672     0.0508     0.1232     0.6791         0.0324    14160              14       278.3660           0.1877     0.0498     0.1202     0.6675         0.0504
          9x9E    15837              35      1095.4880           0.6601     0.0778     0.1500     0.5960            NaN    10058              14       280.4270           0.2660     0.0777     0.1487     0.5891            NaN
          8x4F    25344              35      1096.5450           0.4127     0.0342     0.0938     0.6708         0.0320    16559              14       277.4200           0.1598     0.0310     0.0878     0.6702         0.0506
       875x75W    20504              35      1101.0680           0.5123     0.0414     0.1001     0.6109         0.0319    13062              14       276.3520           0.2020     0.0403     0.0987     0.6142         0.0507
           9x9    16920              35      1101.2130           0.6214     0.0641     0.1314     0.5930         0.0318    10737              14       283.1180           0.2512     0.0643     0.1303     0.5839         0.0497
       7x38WSF    23833              35      1125.6300           0.4510     0.0824     0.1809     0.7460         0.0311    15324              14       285.7990           0.1780     0.0786     0.1750     0.7433         0.0491
         11x14    11843              35      1139.8470           0.9174     0.0708     0.1201     0.4692         0.0308     7490              14       292.2550           0.3696     0.0711     0.1197     0.4645         0.0485
         7x4SF    26490              35      1143.6640           0.4121     0.0609     0.1465     0.7345         0.0306    17078              14       289.1120           0.1615     0.0574     0.1410     0.7350         0.0485
        7x41SF    26936              35      1144.4270           0.4057     0.0581     0.1418     0.7331         0.0306    17320              14       288.8850           0.1590     0.0550     0.1370     0.7360         0.0486
      875x75NN    20830              35      1149.9570           0.5268     0.0413     0.0971     0.5842         0.0305    13244              14       285.9560           0.2056     0.0399     0.0959     0.5957         0.0491
           8x7    21873              35      1150.6330           0.5022     0.0559     0.1260     0.6386         0.0304    13937              14       292.4010           0.2004     0.0549     0.1241     0.6348         0.0479
      875x80NN    20829              35      1157.9150           0.5306     0.0415     0.0971     0.5800         0.0303    13236              14       287.1190           0.2068     0.0402     0.0960     0.5917         0.0489
          78x6    23558              35      1158.2830           0.4690     0.0510     0.1201     0.6514         0.0303    15095              14       292.8770           0.1853     0.0491     0.1170     0.6503         0.0479
          7x4E    27722              35      1161.3720           0.3999     0.0540     0.1338     0.7224         0.0302    17950              14       297.3680           0.1582     0.0510     0.1277     0.7139         0.0471
       10x12WE    12742              35      1164.2480           0.8709     0.0935     0.1519     0.5050         0.0302     8076              14       297.0000           0.3502     0.0936     0.1512     0.5011         0.0473
     875x775NN    20847              35      1164.9170           0.5333     0.0418     0.0969     0.5767         0.0301    13255              14       290.0240           0.2084     0.0403     0.0958     0.5868         0.0484
       875x85N    19560              35      1179.0190           0.5749     0.0511     0.1101     0.5706         0.0298    12419              14       298.4190           0.2286     0.0504     0.1091     0.5708         0.0471
         88x85    20104              35      1189.7640           0.5650     0.0470     0.1032     0.5636         0.0295    12780              14       297.8510           0.2222     0.0457     0.1021     0.5693         0.0471
         8x375    26884              35      1190.1730           0.4225     0.0311     0.0834     0.6177         0.0295    17680              14       271.7980           0.1467     0.0250     0.0770     0.6834         0.0516
          9x10    16951              35      1193.6220           0.6723     0.0691     0.1309     0.5471         0.0293    10746              14       305.4320           0.2705     0.0691     0.1301     0.5422         0.0461
         7x5SF    25632              35      1212.6700           0.4514     0.0713     0.1565     0.6924         0.0289    16388              14       305.6210           0.1777     0.0686     0.1530     0.6960         0.0459
          7x5E    26470              35      1219.8100           0.4398     0.0651     0.1467     0.6886         0.0287    17003              14       311.1550           0.1745     0.0627     0.1423     0.6830         0.0450
     875x825NN    20813              35      1220.1420           0.5595     0.0439     0.0972     0.5511         0.0287    13221              14       301.8450           0.2177     0.0424     0.0963     0.5634         0.0465
         88x89    19997              35      1226.0060           0.5857     0.0493     0.1044     0.5460         0.0285    12683              14       304.1200           0.2284     0.0477     0.1037     0.5581         0.0462
           7x4    29045              35      1234.2490           0.4057     0.0499     0.1219     0.6807         0.0284    18909              14       300.7960           0.1518     0.0441     0.1150     0.7066         0.0466
      875x875W    20414              35      1234.9140           0.5770     0.0471     0.1010     0.5444         0.0284    12975              14       305.6170           0.2251     0.0455     0.1001     0.5559         0.0458
          8x8E    19765              35      1237.3870           0.5974     0.0814     0.1542     0.5940            NaN    12556              14       316.2410           0.2397     0.0808     0.1527     0.5891            NaN
         88x90    20064              35      1246.7900           0.5934     0.0496     0.1036     0.5372         0.0281    12746              14       311.2420           0.2326     0.0481     0.1027     0.5455         0.0451
     875x875NN    20786              35      1247.0470           0.5725     0.0451     0.0975     0.5386         0.0281    13196              14       307.1040           0.2218     0.0433     0.0967     0.5544         0.0457
           8x8    21786              35      1248.5760           0.5470     0.0614     0.1270     0.5883         0.0281    13846              14       315.2510           0.2171     0.0602     0.1257     0.5897         0.0445
       875x90W    20384              35      1254.6150           0.5870     0.0480     0.1013     0.5364         0.0280    12952              14       310.0060           0.2286     0.0463     0.1004     0.5479         0.0452
        88x875    20002              35      1261.3640           0.6022     0.0506     0.1043     0.5310         0.0277    12693              14       313.0800           0.2351     0.0490     0.1035     0.5421         0.0449
          8x73    22547              35      1266.8820           0.5360     0.0561     0.1185     0.5805         0.0277    14323              14       315.4750           0.2100     0.0545     0.1174     0.5897         0.0445
          78x7    23214              35      1276.1910           0.5247     0.0588     0.1237     0.5910         0.0275    14782              14       317.0300           0.2046     0.0565     0.1221     0.6016         0.0443
      875x90NN    20774              35      1279.1570           0.5875     0.0463     0.0976     0.5255         0.0274    13188              14       314.3710           0.2272     0.0444     0.0968     0.5414         0.0446
      875x925W    20385              35      1287.1900           0.6023     0.0493     0.1013     0.5224         0.0273    12948              14       317.1040           0.2340     0.0475     0.1005     0.5349         0.0442
      9x45R-RH    23474              35      1292.3060           0.5247     0.0280     0.0683     0.5085         0.0273    15103              14       272.0530           0.1718     0.0222     0.0659     0.6073         0.0515
           7x5    28378              35      1292.6490           0.4346     0.0560     0.1277     0.6503         0.0271    18271              14       313.1770           0.1634     0.0508     0.1231     0.6788         0.0448
     875x925NN    20761              35      1293.6050           0.5945     0.0469     0.0977     0.5196         0.0271    13177              14       317.4810           0.2295     0.0450     0.0969     0.5363         0.0442
        88x925    20005              35      1304.7880           0.6228     0.0523     0.1043     0.5129         0.0268    12695              14       323.7280           0.2429     0.0506     0.1035     0.5244         0.0434
          7x6W    25694              35      1306.2120           0.4852     0.0763     0.1557     0.6425         0.0268    16455              14       331.3030           0.1920     0.0735     0.1518     0.6419         0.0424
         7x6SF    25214              35      1308.9750           0.4955     0.0809     0.1617     0.6416         0.0268    16077              14       327.9510           0.1947     0.0782     0.1591     0.6470         0.0427
         88x95    20111              35      1310.5880           0.6221     0.0525     0.1046     0.5137         0.0267    12770              14       325.4500           0.2427     0.0508     0.1037     0.5235         0.0432
          7x6E    25922              35      1312.7740           0.4835     0.0746     0.1530     0.6393         0.0267    16545              14       332.2910           0.1916     0.0726     0.1501     0.6395         0.0422
        88x975    20135              35      1313.2200           0.6225     0.0528     0.1048     0.5134         0.0267    12786              14       326.0370           0.2429     0.0510     0.1039     0.5236         0.0431
        74x75C    23103              35      1318.4100           0.5447     0.0802     0.1542     0.6025         0.0266    14733              14       334.4190           0.2166     0.0784     0.1516     0.6005         0.0420
       6x42E-3    31070              35      1319.7680           0.4056     0.0943     0.1974     0.7417         0.0265    20034              14       339.6450           0.1618     0.0904     0.1898     0.7291         0.0412
        74x76C    23075              35      1331.0140           0.5508     0.0814     0.1546     0.5966         0.0263    14707              14       337.7670           0.2189     0.0795     0.1521     0.5954         0.0416
        74x77C    23057              35      1343.1780           0.5561     0.0823     0.1549     0.5917         0.0261    14689              14       340.0660           0.2209     0.0804     0.1524     0.5904         0.0413
           8x9    21725              35      1376.4150           0.6045     0.0682     0.1277     0.5336         0.0255    13789              14       344.4900           0.2381     0.0666     0.1267     0.5406         0.0407
           7x6    28011              35      1389.3290           0.4736     0.0626     0.1311     0.6038         0.0252    17887              14       333.9530           0.1782     0.0578     0.1285     0.6358         0.0420
          7x7E    25699              35      1448.7980           0.5380     0.0845     0.1556     0.5795         0.0242    16343              14       362.5470           0.2117     0.0822     0.1539     0.5853         0.0387
          63x4    34620              35      1464.2260           0.4036     0.0616     0.1350     0.6426         0.0240    22560              14       338.2380           0.1431     0.0515     0.1271     0.7027         0.0414
